id	name	logFC
ENSG00000060971.16	ACAA1	-0.217329042833971
ENSG00000062282.13	DGAT2	-0.656291316155762
ENSG00000063245.13	EPN1	-0.102387955714686
ENSG00000065600.11	TMEM206	0.171282977796186
ENSG00000065665.19	SEC61A2	0.313991873687752
ENSG00000065911.10	MTHFD2	0.203727640650576
ENSG00000066027.10	PPP2R5A	0.180678255971326
ENSG00000066422.4	ZBTB11	0.210668369099735
ENSG00000066427.20	ATXN3	0.270124937832627
ENSG00000066455.11	GOLGA5	0.282755108829678
ENSG00000066697.13	MSANTD3	0.158828359964034
ENSG00000066735.13	KIF26A	0.452711775530851
ENSG00000067955.12	CBFB	0.234724270262047
ENSG00000069399.11	BCL3	-0.355776137429888
ENSG00000069956.10	MAPK6	0.289393763016192
ENSG00000069966.17	GNB5	0.214562213749688
ENSG00000070047.10	PHRF1	-0.230120206926262
ENSG00000070413.17	DGCR2	0.137806727786126
ENSG00000070669.15	ASNS	0.445952311623534
ENSG00000070770.7	CSNK2A2	0.138740882802141
ENSG00000070778.11	PTPN21	0.289344019461713
ENSG00000070915.8	SLC12A3	-0.730691682720396
ENSG00000071894.13	CPSF1	0.164277718304142
ENSG00000072042.11	RDH11	0.347867422991517
ENSG00000072080.9	SPP2	0.849207942692082
ENSG00000072121.14	ZFYVE26	0.225231533827829
ENSG00000072195.13	SPEG	0.424447500488826
ENSG00000072401.13	UBE2D1	0.193764391756386
ENSG00000072422.15	RHOBTB1	0.224797411295237
ENSG00000072682.17	P4HA2	0.227859845343949
ENSG00000072849.9	DERL2	0.286682178564096
ENSG00000073350.12	LLGL2	-0.28507167027637
ENSG00000073921.16	PICALM	-0.214502806143543
ENSG00000074356.15	C17orf85	0.184798943068346
ENSG00000074410.12	CA12	0.39060144783092
ENSG00000074771.3	NOX3	0.846073497835937
ENSG00000075089.8	ACTR6	0.142428268533879
ENSG00000075234.15	TTC38	0.362032864625735
ENSG00000075413.16	MARK3	0.233893003655079
ENSG00000076662.8	ICAM3	-0.459828649357998
ENSG00000077150.16	NFKB2	-0.426407833121116
ENSG00000077984.5	CST7	-0.669318435422279
ENSG00000078304.18	PPP2R5C	0.218859290793754
ENSG00000078674.16	PCM1	-0.318154279495094
ENSG00000078814.14	MYH7B	-0.0426972718615279
ENSG00000078902.14	TOLLIP	-0.207379600997819
ENSG00000079332.13	SAR1A	0.217376950943336
ENSG00000079385.20	CEACAM1	-0.722699527861247
ENSG00000079393.19	DUSP13	0.222628360930777
ENSG00000079931.13	MOXD1	-1.10904093335008
ENSG00000080815.17	PSEN1	0.150588441492959
ENSG00000080824.17	HSP90AA1	0.263291989460989
ENSG00000081154.10	PCNP	0.238065375112095
ENSG00000082397.14	EPB41L3	-0.561463252378072
ENSG00000082556.9	OPRK1	0.711490428661236
ENSG00000084070.10	SMAP2	-0.318836000522444
ENSG00000084072.15	PPIE	0.159689396451898
ENSG00000085563.13	ABCB1	-0.751683717325102
ENSG00000086827.7	ZW10	-0.099314865559339
ENSG00000087008.14	ACOX3	-0.233618724128668
ENSG00000087302.7	C14orf166	0.0867024474524754
ENSG00000087903.11	RFX2	0.259889036944756
ENSG00000088298.11	EDEM2	0.18992740310006
ENSG00000088305.17	DNMT3B	0.492830412556354
ENSG00000088356.5	PDRG1	0.187701426494806
ENSG00000088727.11	KIF9	-0.372764203601426
ENSG00000088808.15	PPP1R13B	0.289932983124311
ENSG00000088854.12	C20orf194	0.248348336655639
ENSG00000088876.10	ZNF343	0.153056986129947
ENSG00000088881.19	EBF4	0.244696656381639
ENSG00000088992.16	TESC	-1.65988044104278
ENSG00000089041.15	P2RX7	0.271662807057255
ENSG00000089225.18	TBX5	-0.306191336054377
ENSG00000089737.14	DDX24	0.176755716925524
ENSG00000089775.10	ZBTB25	0.293163283646559
ENSG00000090060.16	PAPOLA	0.15900632433027
ENSG00000090061.16	CCNK	0.18894393912047
ENSG00000090339.7	ICAM1	-0.632191078133087
ENSG00000090861.14	AARS	0.252500679591565
ENSG00000091181.18	IL5RA	-1.04638243615465
ENSG00000091428.16	RAPGEF4	0.345345045635114
ENSG00000091542.8	ALKBH5	0.265759467971418
ENSG00000091640.6	SPAG7	0.185806181304438
ENSG00000092096.13	SLC22A17	0.562710774476132
ENSG00000092140.13	G2E3	0.273961559004594
ENSG00000092208.15	GEMIN2	0.404195678899216
ENSG00000092978.9	GPATCH2	0.0828090065384937
ENSG00000093010.10	COMT	0.222421551911063
ENSG00000093167.16	LRRFIP2	-0.2286043430168
ENSG00000094796.4	KRT31	0.2440026268498
ENSG00000095383.18	TBC1D2	0.280463470451791
ENSG00000096006.10	CRISP3	-2.819362224761
ENSG00000099250.16	NRP1	0.241880363030092
ENSG00000099256.17	PRTFDC1	0.381397922519337
ENSG00000099341.10	PSMD8	-0.067601041423166
ENSG00000099624.6	ATP5D	-0.211722566086612
ENSG00000099800.6	TIMM13	-0.204026473387168
ENSG00000099814.14	CEP170B	0.259276411378794
ENSG00000099942.11	CRKL	0.148329638841444
ENSG00000099999.13	RNF215	0.309890703116405
ENSG00000100056.10	DGCR14	0.23779342700552
ENSG00000100075.8	SLC25A1	0.250830671144809
ENSG00000100084.13	HIRA	0.167594905274311
ENSG00000100099.19	HPS4	0.168484071335914
ENSG00000100104.11	SRRD	0.089631976038631
ENSG00000100211.9	CBY1	0.276014002584021
ENSG00000100243.19	CYB5R3	0.0912095574833485
ENSG00000100290.2	BIK	0.661486402480914
ENSG00000100368.12	CSF2RB	-0.484136825507118
ENSG00000100372.13	SLC25A17	0.236591954726241
ENSG00000100380.11	ST13	0.162756801535327
ENSG00000100410.6	PHF5A	0.281724433738933
ENSG00000100416.11	TRMU	0.227297061182767
ENSG00000100439.9	ABHD4	0.327405607999859
ENSG00000100442.9	FKBP3	0.421612153720279
ENSG00000100450.11	GZMH	-1.10243656767123
ENSG00000100478.13	AP4S1	0.410060996066532
ENSG00000100483.12	VCPKMT	0.343784038216888
ENSG00000100519.10	PSMC6	0.124927017952029
ENSG00000100526.18	CDKN3	0.324156307282987
ENSG00000100557.8	C14orf105	0.522344013984564
ENSG00000100568.9	VTI1B	0.224629399152375
ENSG00000100575.12	TIMM9	0.250139960866902
ENSG00000100601.8	ALKBH1	0.132870717321175
ENSG00000100603.12	SNW1	0.127139837241872
ENSG00000100614.16	PPM1A	0.168859008531856
ENSG00000100628.10	ASB2	0.526823840866689
ENSG00000100632.9	ERH	0.266096265746395
ENSG00000100664.9	EIF5	0.182143058723141
ENSG00000100711.12	ZFYVE21	0.204193033561302
ENSG00000100722.17	ZC3H14	0.246487938316341
ENSG00000100739.9	BDKRB1	0.302997513634584
ENSG00000100744.13	GSKIP	0.249647542811644
ENSG00000100749.6	VRK1	0.287605327390904
ENSG00000100764.12	PSMC1	0.20990127911403
ENSG00000100796.16	SMEK1	0.261191842815349
ENSG00000100804.17	PSMB5	0.213616593438855
ENSG00000100811.9	YY1	0.268417606324879
ENSG00000100814.16	CCNB1IP1	0.206714199101892
ENSG00000100815.11	TRIP11	0.161845196130121
ENSG00000100823.10	APEX1	0.217631300468251
ENSG00000100865.13	CINP	0.166213604540344
ENSG00000100883.10	SRP54	0.176726477067045
ENSG00000100890.14	KIAA0391	0.298316171798282
ENSG00000100916.12	BRMS1L	0.423035386514787
ENSG00000100983.8	GSS	0.210332929669647
ENSG00000101000.4	PROCR	0.279557956208301
ENSG00000101019.20	UQCC1	0.23135686463743
ENSG00000101052.11	IFT52	0.197313753220188
ENSG00000101082.12	SLA2	-0.796564190290284
ENSG00000101138.10	CSTF1	0.164675392987663
ENSG00000101146.11	RAE1	0.220862213497294
ENSG00000101190.11	TCFL5	0.229602511617107
ENSG00000101400.5	SNTA1	0.473005481069974
ENSG00000101438.3	SLC32A1	-0.738788244046956
ENSG00000101445.8	PPP1R16B	-0.80390347324804
ENSG00000101812.11	H2BFM	1.52914034038439
ENSG00000101842.12	VSIG1	0.514782070654926
ENSG00000101843.17	PSMD10	0.199478011730255
ENSG00000102239.4	BRS3	0.950715721476962
ENSG00000102245.6	CD40LG	-0.35447476257605
ENSG00000102287.15	GABRE	0.49428312288636
ENSG00000102699.5	PARP4	-0.319929801180288
ENSG00000102879.14	CORO1A	-0.558994236717204
ENSG00000102901.11	CENPT	0.303106767661198
ENSG00000103035.9	PSMD7	0.152009924124632
ENSG00000103037.10	SETD6	0.223715730585419
ENSG00000103042.7	SLC38A7	0.2007558172563
ENSG00000103043.13	VAC14	0.254880141528723
ENSG00000103061.10	SLC7A6OS	0.181263501203277
ENSG00000103066.11	PLA2G15	0.228417472124945
ENSG00000103091.13	WDR59	0.1372739644158
ENSG00000103121.7	CMC2	0.321265971343184
ENSG00000103381.10	CPPED1	-0.387956942607618
ENSG00000103528.15	SYT17	0.666629427739129
ENSG00000103642.10	LACTB	0.161768329453454
ENSG00000104228.11	TRIM35	-0.351264179367572
ENSG00000104299.13	INTS9	-0.335236662761184
ENSG00000104419.13	NDRG1	0.423067019541887
ENSG00000104432.11	IL7	-0.588598782132539
ENSG00000104537.15	ANXA13	0.560905197668488
ENSG00000104611.10	SH2D4A	-0.452450536546567
ENSG00000104613.10	INTS10	-0.277714031443129
ENSG00000104626.13	ERI1	-0.499529414411894
ENSG00000104643.8	MTMR9	-0.255073443400005
ENSG00000104660.16	LEPROTL1	-0.336834903535955
ENSG00000104671.6	DCTN6	-0.352967907343517
ENSG00000104679.9	R3HCC1	-0.366107290646975
ENSG00000104689.8	TNFRSF10A	-0.545580048820476
ENSG00000104695.11	PPP2CB	-0.278101980048887
ENSG00000104714.12	ERICH1	-0.284849765638327
ENSG00000104756.14	KCTD9	-0.274170875785297
ENSG00000104763.16	ASAH1	-0.195078074553769
ENSG00000104825.15	NFKBIB	-0.237160869856456
ENSG00000104853.14	CLPTM1	-0.215126611687201
ENSG00000104973.13	MED25	-0.183733797723705
ENSG00000105136.18	ZNF419	0.396758729701912
ENSG00000105221.15	AKT2	-0.163260031050819
ENSG00000105341.17	ATP5SL	-0.155115496962164
ENSG00000105369.8	CD79A	-0.755457630873149
ENSG00000105373.17	GLTSCR2	-0.228008265847723
ENSG00000105388.13	CEACAM5	-1.11633855996039
ENSG00000105402.6	NAPA	-0.177534379068586
ENSG00000105447.11	GRWD1	-0.197696809789449
ENSG00000105639.17	JAK3	-0.728725297261925
ENSG00000105701.14	FKBP8	-0.137514587560782
ENSG00000105755.6	ETHE1	-0.243074688797198
ENSG00000105829.10	BET1	0.374813431595465
ENSG00000106089.10	STX1A	0.363977347022611
ENSG00000106245.8	BUD31	0.145913036400295
ENSG00000106246.16	PTCD1	0.238796163645743
ENSG00000106367.12	AP1S1	0.334224945843327
ENSG00000106526.9	ACTR3C	-0.542434149291631
ENSG00000106605.9	BLVRA	0.234290704652318
ENSG00000106638.14	TBL2	0.222490194266563
ENSG00000106683.13	LIMK1	0.171369394743841
ENSG00000106701.10	FSD1L	0.223331567160618
ENSG00000106948.15	AKNA	-0.554091722242318
ENSG00000107159.11	CA9	0.668963525714132
ENSG00000107537.12	PHYH	0.474965057771341
ENSG00000107738.18	C10orf54	-0.180370473840019
ENSG00000107742.11	SPOCK2	-0.911472732784221
ENSG00000108511.9	HOXB6	0.248218614126884
ENSG00000108523.14	RNF167	0.242405692216429
ENSG00000108528.12	SLC25A11	0.197942396326434
ENSG00000108591.8	DRG2	0.192357008696078
ENSG00000108599.13	AKAP10	0.163266124365156
ENSG00000108825.16	PTGES3L-AARSD1	0.438528154876355
ENSG00000108854.14	SMURF2	0.192059807568547
ENSG00000108953.15	YWHAE	0.178921811271688
ENSG00000108961.12	RANGRF	0.281116341000811
ENSG00000109046.13	WSB1	0.189542708176213
ENSG00000109184.13	DCUN1D4	0.201750410021798
ENSG00000109189.11	USP46	0.170545161334618
ENSG00000109220.9	CHIC2	0.218355563071821
ENSG00000109265.11	KIAA1211	-0.623414174819436
ENSG00000109323.7	MANBA	0.232874787988517
ENSG00000110066.13	SUV420H1	0.0956055598981864
ENSG00000110448.9	CD5	-0.773292314020412
ENSG00000110713.14	NUP98	-0.17710545472756
ENSG00000110777.10	POU2AF1	-1.08652191094878
ENSG00000110801.12	PSMD9	0.113936125545997
ENSG00000110888.16	CAPRIN2	0.354093854437355
ENSG00000111328.5	CDK2AP1	0.245423623684424
ENSG00000111364.14	DDX55	0.194588954635975
ENSG00000111536.4	IL26	-1.11176832599655
ENSG00000111537.4	IFNG	-0.659927655811091
ENSG00000111674.7	ENO2	0.460598682791769
ENSG00000111886.10	GABRR2	0.207118842350763
ENSG00000111961.15	SASH1	-0.494325748695709
ENSG00000111981.4	ULBP1	-0.108952372363905
ENSG00000112655.14	PTK7	0.176525323464625
ENSG00000112855.13	HARS2	0.134300045540714
ENSG00000113088.5	GZMK	-1.19680750394825
ENSG00000113211.5	PCDHB6	1.10977184221276
ENSG00000113263.11	ITK	-0.811863816353953
ENSG00000113905.4	HRG	0.65171730297625
ENSG00000113971.17	NPHP3	0.267949840219337
ENSG00000114200.8	BCHE	1.08484503182283
ENSG00000114268.10	PFKFB4	0.310465283279145
ENSG00000114302.14	PRKAR2A	-0.15984587824112
ENSG00000114316.11	USP4	-0.21253812519553
ENSG00000114395.9	CYB561D2	-0.246907899486019
ENSG00000114812.11	VIPR1	0.530033208611548
ENSG00000114861.17	FOXP1	-0.343477179441837
ENSG00000114923.15	SLC4A3	0.177470963255254
ENSG00000114988.10	LMAN2L	0.21497672648822
ENSG00000114999.7	TTL	0.248362596478829
ENSG00000115194.9	SLC30A3	0.158297567911079
ENSG00000115204.13	MPV17	0.141384801763412
ENSG00000115289.11	PCGF1	0.306452364437519
ENSG00000115290.8	GRB14	0.37229575225828
ENSG00000115966.15	ATF2	0.132165480011456
ENSG00000116183.9	PAPPA2	0.79193756120033
ENSG00000116544.10	DLGAP3	0.948881997301711
ENSG00000116679.14	IVNS1ABP	0.264247784367204
ENSG00000116721.9	PRAMEF1	1.89658668485049
ENSG00000116785.12	CFHR3	0.888285044987104
ENSG00000116857.15	TMEM9	0.253960472605167
ENSG00000116957.11	TBCE	0.197226925385531
ENSG00000116983.11	HPCAL4	0.5785179581838
ENSG00000116985.9	BMP8B	0.427296235369152
ENSG00000117122.12	MFAP2	0.438061553027107
ENSG00000117154.10	IGSF21	0.416841613235551
ENSG00000117322.15	CR2	-0.371170163840732
ENSG00000117385.14	P3H1	0.247578726588341
ENSG00000117408.9	IPO13	0.196937247260879
ENSG00000117410.12	ATP6V0B	0.134664568648022
ENSG00000117533.13	VAMP4	0.242349578510674
ENSG00000117632.19	STMN1	0.218454526074028
ENSG00000117859.17	OSBPL9	0.177474637533228
ENSG00000117862.10	TXNDC12	0.166768003941336
ENSG00000117906.12	RCN2	0.249578217155453
ENSG00000117971.10	CHRNB4	1.12130941243793
ENSG00000118298.9	CA14	0.653307404254921
ENSG00000118496.4	FBXO30	0.154045853976298
ENSG00000118785.12	SPP1	0.513897646964628
ENSG00000118971.6	CCND2	-0.529780932510838
ENSG00000119121.20	TRPM6	-0.636987735613018
ENSG00000119242.7	CCDC92	0.376550996146679
ENSG00000119596.16	YLPM1	0.135234082871826
ENSG00000119616.10	FCF1	0.175629482697951
ENSG00000119632.3	IFI27L2	0.298653514737056
ENSG00000119636.14	CCDC176	0.194182178445825
ENSG00000119650.11	IFT43	0.133750366178028
ENSG00000119655.7	NPC2	0.176696240307336
ENSG00000119673.13	ACOT2	0.260878978893309
ENSG00000119684.14	MLH3	0.270753660882539
ENSG00000119689.13	DLST	0.133898461958474
ENSG00000119698.10	PPP4R4	0.861595255702477
ENSG00000119720.16	NRDE2	0.229835000989808
ENSG00000119723.14	COQ6	0.312427869580455
ENSG00000119725.16	ZNF410	0.190436574546123
ENSG00000119760.14	SUPT7L	0.21372867137701
ENSG00000119888.9	EPCAM	0.649703694415404
ENSG00000119953.11	SMNDC1	0.171093811363856
ENSG00000119979.14	FAM45A	0.219168687865094
ENSG00000120129.5	DUSP1	-0.791274399100735
ENSG00000120436.3	GPR31	-1.16871946880644
ENSG00000120738.7	EGR1	-0.475014457652126
ENSG00000120832.8	MTERF2	0.266288536812541
ENSG00000120875.7	DUSP4	-0.479340860965514
ENSG00000120889.11	TNFRSF10B	-0.497769215361704
ENSG00000120899.16	PTK2B	-0.253275464076299
ENSG00000120937.8	NPPB	0.201323344028288
ENSG00000121270.14	ABCC11	0.361668192178303
ENSG00000121351.6	IAPP	1.31027104423561
ENSG00000121481.9	RNF2	0.199618803104741
ENSG00000121644.17	DESI2	0.140588941345351
ENSG00000122484.8	RPAP2	0.168589671415078
ENSG00000122490.17	PQLC1	-0.15459197659312
ENSG00000122543.9	OCM	0.37248515862699
ENSG00000122547.9	EEPD1	0.31822934656715
ENSG00000122584.11	NXPH1	0.945122806795594
ENSG00000122884.11	P4HA1	0.515772238973688
ENSG00000123201.13	GUCY1B2	0.425241106697189
ENSG00000123307.3	NEUROD4	2.30929075130388
ENSG00000123364.4	HOXC13	0.363810931538063
ENSG00000123569.8	H2BFWT	2.05743399425414
ENSG00000123643.11	SLC36A1	-0.156038529619458
ENSG00000123999.4	INHA	0.812200714942817
ENSG00000124116.17	WFDC3	0.427037183975699
ENSG00000124155.15	PIGT	0.108472559718204
ENSG00000124194.14	GDAP1L1	-1.5113149690932
ENSG00000124222.20	STX16	0.25622023065233
ENSG00000124256.13	ZBP1	-0.974270132919023
ENSG00000124356.14	STAMBP	0.225025481666046
ENSG00000124391.4	IL17C	-1.34434748075392
ENSG00000124523.13	SIRT5	0.203667895129496
ENSG00000124613.7	ZNF391	0.33264802720593
ENSG00000124839.11	RAB17	0.401720620569003
ENSG00000125122.13	LRRC29	0.198388045214317
ENSG00000125124.10	BBS2	0.33489502891224
ENSG00000125354.21	SEPT6	-0.403854182771413
ENSG00000125618.15	PAX8	-0.170402950093106
ENSG00000125629.13	INSIG2	0.353336926398221
ENSG00000125731.11	SH2D3A	-0.191878240314259
ENSG00000125740.12	FOSB	-1.19941052057766
ENSG00000125788.5	DEFB126	1.4159530730365
ENSG00000125798.13	FOXA2	1.22224588546288
ENSG00000125823.11	CSTL1	0.409352914708256
ENSG00000125846.14	ZNF133	0.260241433913286
ENSG00000125864.10	BFSP1	0.346989804888145
ENSG00000125899.7	C20orf187	1.67415169417452
ENSG00000125954.11	CHURC1-FNTB	0.437748813504274
ENSG00000125967.15	NECAB3	0.426957011162702
ENSG00000125977.6	EIF2S2	0.270036952292958
ENSG00000126001.14	CEP250	0.303730175847895
ENSG00000126088.11	UROD	0.208271736086886
ENSG00000126091.18	ST3GAL3	0.165832860596131
ENSG00000126106.12	TMEM53	0.190052725283845
ENSG00000126214.19	KLC1	0.179442343028093
ENSG00000126215.12	XRCC3	0.374205688383698
ENSG00000126231.12	PROZ	0.623856737745654
ENSG00000126353.3	CCR7	-0.639672146088782
ENSG00000126773.11	PCNXL4	0.218300962011612
ENSG00000126775.8	ATG14	0.163132348333971
ENSG00000126814.6	TRMT5	0.274517929868296
ENSG00000127922.8	SHFM1	0.254522507288464
ENSG00000127955.14	GNAI1	0.189120195044401
ENSG00000127989.12	MTERF1	0.263608994572632
ENSG00000127993.13	RBM48	0.180472885621586
ENSG00000127995.15	CASD1	0.217857377424951
ENSG00000128016.5	ZFP36	-0.476175298911055
ENSG00000128045.6	RASL11B	0.66701193372286
ENSG00000128050.7	PAICS	0.169879329198882
ENSG00000128322.6	IGLL1	-0.904465556880187
ENSG00000128346.9	C22orf23	0.353340546281939
ENSG00000128482.14	RNF112	0.805204069999021
ENSG00000128512.18	DOCK4	-0.38986725412796
ENSG00000129103.16	SUMF2	0.609592770664123
ENSG00000129195.14	FAM64A	0.304149062345456
ENSG00000129197.13	RPAIN	0.276327273635992
ENSG00000129235.9	TXNDC17	0.341598903152689
ENSG00000129245.10	FXR2	0.15531348596898
ENSG00000129353.13	SLC44A2	-0.281360297742946
ENSG00000129472.11	RAB2B	0.278599172284865
ENSG00000129480.11	DTD2	0.275950773128767
ENSG00000129484.12	PARP2	0.329574443382508
ENSG00000129515.17	SNX6	0.241594260698897
ENSG00000129518.7	EAPP	0.253628855100976
ENSG00000129696.11	TTI2	-0.287117460391676
ENSG00000130054.4	FAM155B	0.182460715952757
ENSG00000130202.8	PVRL2	-0.329414209405892
ENSG00000130227.15	XPO7	-0.367078029455853
ENSG00000130270.15	ATP8B3	0.296672077208547
ENSG00000130522.5	JUND	-0.393477734159739
ENSG00000130545.14	CRB3	-0.378192919908409
ENSG00000130590.12	SAMD10	-0.513500730621502
ENSG00000130612.13	CYP2G1P	0.406928090449114
ENSG00000130643.7	CALY	-0.826986459050568
ENSG00000130695.12	CEP85	0.217096724309152
ENSG00000130724.7	CHMP2A	-0.138001274120354
ENSG00000130921.6	C12orf65	0.103223635221537
ENSG00000130943.6	PKDREJ	1.16357431387593
ENSG00000131037.13	EPS8L1	-0.511904869862347
ENSG00000131050.9	BPIFA2	-3.89699726738751
ENSG00000131100.11	ATP6V1E1	0.181116730375145
ENSG00000131238.15	PPT1	0.253200173770209
ENSG00000131409.11	LRRC4B	-0.551349302337114
ENSG00000131480.7	AOC2	0.748192932290477
ENSG00000131626.14	PPFIA1	0.875721068192911
ENSG00000131668.12	BARX1	0.10564702806585
ENSG00000131791.7	PRKAB2	0.325347395275967
ENSG00000131845.13	ZNF304	0.223158643064317
ENSG00000131966.12	ACTR10	0.12606812412048
ENSG00000131969.13	ABHD12B	0.84752210680676
ENSG00000132003.8	ZSWIM4	-0.287379571266885
ENSG00000132004.11	FBXW9	-0.266575880602555
ENSG00000132321.15	IQCA1	0.408725813652615
ENSG00000132326.10	PER2	-0.314689376827059
ENSG00000132341.10	RAN	0.21588366771914
ENSG00000132357.12	CARD6	0.301507202742089
ENSG00000132359.12	RAP1GAP2	0.328834133001726
ENSG00000132517.13	SLC52A1	0.647789012823995
ENSG00000132603.12	NIP7	0.245949781212506
ENSG00000132604.9	TERF2	0.165670041294551
ENSG00000132823.9	OSER1	0.147322857155729
ENSG00000133026.11	MYH10	0.431956900976483
ENSG00000133027.16	PEMT	0.185895690022974
ENSG00000133028.9	SCO1	0.143842013943578
ENSG00000133065.9	SLC41A1	0.160244083853707
ENSG00000133069.13	TMCC2	0.56699118676183
ENSG00000133142.16	TCEAL4	0.217404124827315
ENSG00000133398.3	MED10	0.418417706895835
ENSG00000133422.11	MORC2	0.178588218544561
ENSG00000133466.12	C1QTNF6	0.310314509267676
ENSG00000133678.12	TMEM254	0.301072443872263
ENSG00000133710.14	SPINK5	-1.23322896775924
ENSG00000133805.14	AMPD3	-0.458040440836535
ENSG00000133872.12	SARAF	-0.205371710352819
ENSG00000133935.6	C14orf1	0.258912715735504
ENSG00000133983.13	COX16	0.211158805138135
ENSG00000133997.10	MED6	0.170440390473522
ENSG00000134014.15	ELP3	-0.309796525710205
ENSG00000134070.4	IRAK2	-0.47531738940594
ENSG00000134153.8	EMC7	0.245498618227628
ENSG00000134222.15	PSRC1	0.389555337434722
ENSG00000134294.12	SLC38A2	0.40541734917486
ENSG00000134330.17	IAH1	0.331115148923949
ENSG00000134389.9	CFHR5	2.29351281224827
ENSG00000134443.8	GRP	0.464690074025924
ENSG00000134668.11	SPOCD1	0.337475007720544
ENSG00000134769.20	DTNA	0.170292168836279
ENSG00000134851.11	TMEM165	0.302682185477502
ENSG00000135211.5	TMEM60	0.193635267567402
ENSG00000135250.15	SRPK2	0.214306866469517
ENSG00000135502.15	SLC26A10	0.491327479369074
ENSG00000135605.11	TEC	-0.418678467763527
ENSG00000135740.15	SLC9A5	0.377637112815537
ENSG00000135749.17	PCNXL2	0.165818618274621
ENSG00000135778.10	NTPCR	0.144386574445076
ENSG00000136111.11	TBC1D4	-0.353249846925746
ENSG00000136153.18	LMO7	-0.44185163411498
ENSG00000136297.13	MMD2	0.440796186784445
ENSG00000136463.7	TACO1	0.262871386086312
ENSG00000136573.11	BLK	-0.536214436825853
ENSG00000136631.11	VPS45	0.23021444819838
ENSG00000136830.10	FAM129B	-0.332156383054317
ENSG00000136888.6	ATP6V1G1	0.22617105166581
ENSG00000136943.9	CTSV	0.24033468845925
ENSG00000137274.11	BPHL	0.250586353844662
ENSG00000137312.13	FLOT1	0.246321457761346
ENSG00000137486.15	ARRB1	-0.484395445112335
ENSG00000137713.14	PPP2R1B	-0.205085577353576
ENSG00000137745.10	MMP13	-1.08474128102867
ENSG00000137766.15	UNC13C	-0.521729746218282
ENSG00000137878.15	GCOM1	-0.851444591060028
ENSG00000138036.17	DYNC2LI1	0.29052642385102
ENSG00000138050.13	THUMPD2	0.309929302489227
ENSG00000138303.16	ASCC1	0.265033094992983
ENSG00000138669.8	PRKG2	0.559446023131887
ENSG00000138738.9	PRDM5	0.418616170475929
ENSG00000138778.10	CENPE	0.320438111052967
ENSG00000138792.8	ENPEP	0.240164994938699
ENSG00000138813.8	C4orf17	1.49594989774256
ENSG00000139193.3	CD27	-0.674879141479972
ENSG00000139344.6	AMDHD1	0.875916915123539
ENSG00000139624.11	CERS5	0.115315373831869
ENSG00000139626.14	ITGB7	-0.648784950526054
ENSG00000139890.8	REM2	0.621435547706164
ENSG00000139921.11	TMX1	0.187352904002357
ENSG00000139926.14	FRMD6	0.227571127786287
ENSG00000139974.14	SLC38A6	0.449711700036571
ENSG00000139977.12	NAA30	0.182853410418767
